2026/07/30 15:28:23.678, 0, 2, 0
2026/07/30 15:28:23.680, 1, 2, 0
2026/07/30 15:28:23.681, 2, 2, 0
2026/07/30 15:28:23.682, 3, 2, 0
2026/07/30 15:28:23.683, 4, 2, 0
2026/07/30 15:28:23.684, 5, 2, 0
2026/07/30 15:28:23.686, 6, 2, 0
2026/07/30 15:28:23.687, 7, 2, 0
2026/07/30 15:28:25.688, 0, 2, 0
2026/07/30 15:28:25.689, 1, 2, 0
2026/07/30 15:28:25.690, 2, 2, 0
2026/07/30 15:28:25.691, 3, 2, 0
2026/07/30 15:28:25.692, 4, 2, 0
2026/07/30 15:28:25.693, 5, 2, 0
2026/07/30 15:28:25.694, 6, 2, 0
2026/07/30 15:28:25.695, 7, 2, 0
2026/07/30 15:28:27.696, 0, 2, 0
2026/07/30 15:28:27.697, 1, 2, 0
2026/07/30 15:28:27.698, 2, 2, 0
2026/07/30 15:28:27.699, 3, 2, 0
2026/07/30 15:28:27.699, 4, 2, 0
2026/07/30 15:28:27.700, 5, 2, 0
2026/07/30 15:28:27.701, 6, 2, 0
2026/07/30 15:28:27.702, 7, 2, 0
2026/07/30 15:28:29.703, 0, 2, 0
2026/07/30 15:28:29.704, 1, 2, 0
2026/07/30 15:28:29.705, 2, 2, 0
2026/07/30 15:28:29.706, 3, 2, 0
2026/07/30 15:28:29.707, 4, 2, 0
2026/07/30 15:28:29.708, 5, 2, 0
2026/07/30 15:28:29.709, 6, 2, 0
2026/07/30 15:28:29.710, 7, 2, 0
2026/07/30 15:28:31.711, 0, 2, 0
2026/07/30 15:28:31.712, 1, 2, 0
2026/07/30 15:28:31.713, 2, 2, 0
2026/07/30 15:28:31.713, 3, 2, 0
2026/07/30 15:28:31.714, 4, 2, 0
2026/07/30 15:28:31.715, 5, 2, 0
2026/07/30 15:28:31.716, 6, 2, 0
2026/07/30 15:28:31.717, 7, 2, 0
2026/07/30 15:28:33.718, 0, 2, 0
2026/07/30 15:28:33.719, 1, 2, 0
2026/07/30 15:28:33.720, 2, 2, 0
2026/07/30 15:28:33.721, 3, 2, 0
2026/07/30 15:28:33.722, 4, 2, 0
2026/07/30 15:28:33.723, 5, 2, 0
2026/07/30 15:28:33.724, 6, 2, 0
2026/07/30 15:28:33.725, 7, 2, 0
2026/07/30 15:28:35.726, 0, 2, 0
2026/07/30 15:28:35.727, 1, 2, 0
2026/07/30 15:28:35.727, 2, 2, 0
2026/07/30 15:28:35.728, 3, 2, 0
2026/07/30 15:28:35.729, 4, 2, 0
2026/07/30 15:28:35.730, 5, 2, 0
2026/07/30 15:28:35.731, 6, 2, 0
2026/07/30 15:28:35.732, 7, 2, 0
2026/07/30 15:28:37.733, 0, 2, 0
2026/07/30 15:28:37.734, 1, 2, 0
2026/07/30 15:28:37.735, 2, 2, 0
2026/07/30 15:28:37.736, 3, 2, 0
2026/07/30 15:28:37.737, 4, 2, 0
2026/07/30 15:28:37.737, 5, 2, 0
2026/07/30 15:28:37.738, 6, 2, 0
2026/07/30 15:28:37.739, 7, 2, 0
2026/07/30 15:28:39.740, 0, 2, 0
2026/07/30 15:28:39.741, 1, 2, 0
2026/07/30 15:28:39.742, 2, 2, 0
2026/07/30 15:28:39.743, 3, 2, 0
2026/07/30 15:28:39.744, 4, 2, 0
2026/07/30 15:28:39.745, 5, 2, 0
2026/07/30 15:28:39.746, 6, 2, 0
2026/07/30 15:28:39.747, 7, 2, 0
2026/07/30 15:28:41.748, 0, 2, 0
2026/07/30 15:28:41.749, 1, 2, 0
2026/07/30 15:28:41.750, 2, 2, 0
2026/07/30 15:28:41.751, 3, 2, 0
2026/07/30 15:28:41.752, 4, 2, 0
2026/07/30 15:28:41.753, 5, 2, 0
2026/07/30 15:28:41.754, 6, 2, 0
2026/07/30 15:28:41.755, 7, 2, 0
2026/07/30 15:28:43.756, 0, 2, 0
